trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
178,True,"{'a': 0, 'e': 0}",25,0,13.18805333362603,"{0: 23, 1: 2, 2: 0, 3: 0, 4: 0}",0
179,True,"{'a': 0, 'e': 0}",20,0,26.216928133013244,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
180,True,"{'a': 0, 'e': 0}",30,9,23.536873610867094,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
181,True,"{'a': 0, 'e': 0}",20,0,18.432838787602385,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
182,True,"{'a': 0, 'e': 0}",35,12,32.768331476030994,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
183,True,"{'a': 0, 'e': 0}",20,0,18.507137557821967,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
184,True,"{'a': 0, 'e': 0}",20,0,18.978230929944765,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
185,True,"{'a': 0, 'e': 0}",20,0,19.309344939544545,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
186,True,"{'a': 0, 'e': 0}",20,0,29.134174176037316,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
187,True,"{'a': 0, 'e': 0}",30,0,16.351744414501017,"{0: 29, 1: 0, 2: 0, 3: 1, 4: 0}",0
188,True,"{'a': 0, 'e': 0}",20,15,9.617624213628831,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
189,True,"{'a': 0, 'e': 0}",20,0,22.028492089987235,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
190,True,"{'a': 0, 'e': 0}",25,0,15.920394457584111,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
191,True,"{'a': 0, 'e': 0}",20,0,-16.874073896990158,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
192,True,"{'a': 0, 'e': 0}",30,0,23.614527677798154,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
193,True,"{'a': 0, 'e': 0}",25,16,10.798152675081443,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
194,True,"{'a': 0, 'e': 0}",30,0,33.89820105128631,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
195,True,"{'a': 0, 'e': 0}",20,7,18.53428408271993,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
196,True,"{'a': 0, 'e': 0}",25,0,27.820287791039647,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
197,True,"{'a': 0, 'e': 0}",25,0,-16.83059521034808,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
198,True,"{'a': 0, 'e': 0}",30,0,33.48601016296177,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
199,True,"{'a': 0, 'e': 0}",20,0,18.89155744998041,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
200,True,"{'a': 0, 'e': 0}",30,1,36.78331748154633,"{0: 29, 1: 0, 2: 0, 3: 0, 4: 0}",1
