trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
654,False,"{'a': 0.003, 'e': 0.14099934979465875}",25,3,14.176189802738255,"{0: 20, 1: 1, 2: 1, 3: 0, 4: 0}",1
655,False,"{'a': 0.003, 'e': 0.1405769856083274}",25,8,27.502450005668535,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
656,False,"{'a': 0.003, 'e': 0.14015588661581535}",20,12,7.218413749201933,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
657,False,"{'a': 0.003, 'e': 0.13973604902722894}",30,7,39.393960538948086,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
658,False,"{'a': 0.003, 'e': 0.13931746906402698}",30,13,12.687256525306047,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
659,False,"{'a': 0.003, 'e': 0.138900142958987}",25,0,34.25514716269799,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
660,False,"{'a': 0.003, 'e': 0.13848406695617121}",25,10,24.587407265401012,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
661,False,"{'a': 0.003, 'e': 0.13806923731089282}",20,0,32.80673701846844,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
662,False,"{'a': 0.003, 'e': 0.13765565028968216}",25,17,13.660923980449095,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
663,False,"{'a': 0.003, 'e': 0.13724330217025332}",20,5,10.717801913567527,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
664,False,"{'a': 0.003, 'e': 0.13683218924147036}",30,10,20.116968835314957,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
665,False,"{'a': 0.003, 'e': 0.13642230780331424}",35,20,3.851932791977694,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
666,False,"{'a': 0.003, 'e': 0.13601365416684916}",30,15,15.294125310157426,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
667,False,"{'a': 0.003, 'e': 0.1356062246541897}",20,7,-26.79986611820485,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 1}",1
668,False,"{'a': 0.003, 'e': 0.13520001559846748}",25,10,25.01047202026898,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
669,False,"{'a': 0.003, 'e': 0.1347950233437982}",25,11,-18.707769481580364,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
670,False,"{'a': 0.003, 'e': 0.1343912442452489}",20,4,26.561788554663984,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
671,False,"{'a': 0.003, 'e': 0.13398867466880493}",25,1,19.604312037482206,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 0}",1
672,False,"{'a': 0.003, 'e': 0.13358731099133747}",20,8,21.094250714803614,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
673,False,"{'a': 0.003, 'e': 0.1331871496005706}",20,5,29.2737426278968,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
674,False,"{'a': 0.003, 'e': 0.13278818689504915}",25,1,-14.761305424387059,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 1}",1
675,False,"{'a': 0.003, 'e': 0.13239041928410605}",25,0,0.44195347202770097,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
676,False,"{'a': 0.003, 'e': 0.13199384318783022}",25,15,6.242574117107445,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
677,False,"{'a': 0.003, 'e': 0.131598455037034}",20,10,2.146146227202708,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
678,False,"{'a': 0.003, 'e': 0.13120425127322136}",25,7,-67.47213580896833,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 2}",1
679,False,"{'a': 0.003, 'e': 0.13081122834855582}",25,4,9.869262541001989,"{0: 19, 1: 1, 2: 1, 3: 0, 4: 0}",1
680,False,"{'a': 0.003, 'e': 0.13041938272582848}",25,3,20.64539020985651,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
681,False,"{'a': 0.003, 'e': 0.1300287108784259}",20,0,19.587269913755822,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
682,False,"{'a': 0.003, 'e': 0.12963920929029896}",20,9,-21.943412856312733,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
683,False,"{'a': 0.003, 'e': 0.12925087445593067}",25,11,-9.20337255683266,"{0: 12, 1: 1, 2: 0, 3: 1, 4: 0}",1
684,False,"{'a': 0.003, 'e': 0.12886370288030502}",35,19,30.936202660196265,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
685,False,"{'a': 0.003, 'e': 0.12847769107887502}",20,14,9.416720847139073,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
686,False,"{'a': 0.003, 'e': 0.12809283557753198}",20,6,-28.245892503060528,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
687,False,"{'a': 0.003, 'e': 0.12770913291257383}",20,0,7.3567669062899625,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
688,False,"{'a': 0.003, 'e': 0.12732657963067387}",25,0,11.38358291497147,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
689,False,"{'a': 0.003, 'e': 0.12694517228885002}",25,14,12.112380490847507,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
690,False,"{'a': 0.003, 'e': 0.12656490745443366}",20,10,17.018450599826338,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
691,False,"{'a': 0.003, 'e': 0.12618578170503877}",20,0,-6.392607306154353,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
692,False,"{'a': 0.003, 'e': 0.12580779162853092}",30,20,19.428325305993617,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
693,False,"{'a': 0.003, 'e': 0.12543093382299692}",20,7,20.493087921061665,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
694,False,"{'a': 0.003, 'e': 0.12505520489671398}",25,14,-35.19695814691669,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 1}",1
695,False,"{'a': 0.003, 'e': 0.12468060146811931}",30,12,-0.5696294483494426,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
696,False,"{'a': 0.003, 'e': 0.12430712016577938}",20,0,19.671831512118747,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
697,False,"{'a': 0.003, 'e': 0.12393475762836002}",30,21,12.837492184460064,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
698,False,"{'a': 0.003, 'e': 0.12356351050459588}",20,6,27.957787785355727,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
699,False,"{'a': 0.003, 'e': 0.12319337545326038}",20,13,11.23442736529272,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
700,False,"{'a': 0.003, 'e': 0.12282434914313546}",20,12,15.543625042825237,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
701,False,"{'a': 0.003, 'e': 0.1224564282529819}",20,0,-6.846874898263004,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
702,False,"{'a': 0.003, 'e': 0.1220896094715092}",30,17,13.602398992489325,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
703,False,"{'a': 0.003, 'e': 0.12172388949734589}",25,11,20.102826531148548,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
704,False,"{'a': 0.003, 'e': 0.12135926503900965}",30,14,28.70886583612331,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
